,title,price,enterprise,link
0,۷۲مترفول امکانات خوش نقشه/اتابک,"۱,۶۱۰,۰۰۰,۰۰۰ تومان","خاوران', '۴ هفته پیش",https://divar.ir/v/%DB%B7%DB%B2%D9%85%D8%AA%D8%B1%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%A7%D8%AA%D8%A7%D8%A8%DA%A9_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AE%D8%A7%D9%88%D8%B1%D8%A7%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYmwrYwD
1,۶۳ متری دو واحدی بدون دیوار مشترک,"۱,۶۳۰,۰۰۰,۰۰۰ تومان","خاوران', '۴ هفته پیش",https://divar.ir/v/%DB%B6%DB%B3-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%A8%D8%AF%D9%88%D9%86-%D8%AF%DB%8C%D9%88%D8%A7%D8%B1-%D9%85%D8%B4%D8%AA%D8%B1%DA%A9_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%81%D9%84%D8%A7%D8%AD_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYmwbmkQ
2,اپارتمان 64متری دوخواب نوساز,"۱,۵۳۰,۰۰۰,۰۰۰ تومان","خاوران', '۴ هفته پیش",https://divar.ir/v/%D8%A7%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-64%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D9%86%D9%88%D8%B3%D8%A7%D8%B2_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%81%D9%84%D8%A7%D8%AD_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYmMMOZT
3,آپارتمان 67متردوخواب باپارکینگ براصلی تختی,"۱,۵۲۰,۰۰۰,۰۰۰ تومان","خاوران', '۴ هفته پیش",https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-67%D9%85%D8%AA%D8%B1%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D8%A8%D8%A7%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A8%D8%B1%D8%A7%D8%B5%D9%84%DB%8C-%D8%AA%D8%AE%D8%AA%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B4%D9%87%D8%B1%DA%A9-%D9%88%D9%84%DB%8C%D8%B9%D8%B5%D8%B1_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYmgcegt
4,75متر*پارکینگ سندی*تک واحدی*لوکیشن,"۱,۵۵۰,۰۰۰,۰۰۰ تومان","خاوران', '۴ هفته پیش",https://divar.ir/v/75%D9%85%D8%AA%D8%B1-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%B3%D9%86%D8%AF%DB%8C-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYmYNKYb
5,۶۰ متری دو خواب با امکانات,"۱,۷۰۰,۰۰۰,۰۰۰ تومان","خاوران', '۴ هفته پیش",https://divar.ir/v/%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A8%D8%A7-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A8%D8%B1%DB%8C%D8%A7%D9%86%DA%A9_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYmc9MOc
6,65متر دو خواب بازسازی پاسدار گمنام,"۱,۵۵۰,۰۰۰,۰۰۰ تومان","خاوران', '۴ هفته پیش",https://divar.ir/v/65%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1-%DA%AF%D9%85%D9%86%D8%A7%D9%85_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A2%D9%87%D9%86%DA%AF_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYn0wHRN
7,آپارتمان ۷۵ متری نوساز ، فول امکانات در شهرک دانش,"۱,۶۵۰,۰۰۰,۰۰۰ تومان","خاوران', '۴ هفته پیش",https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B7%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%AF%D8%B1-%D8%B4%D9%87%D8%B1%DA%A9-%D8%AF%D8%A7%D9%86%D8%B4_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B4%D9%87%D8%B1%DA%A9-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYnAhMZD
8,۶۹ متر / شیک تک واحدی,"۱,۷۲۵,۰۰۰,۰۰۰ تومان","خاوران', '۴ هفته پیش",https://divar.ir/v/%DB%B6%DB%B9-%D9%85%D8%AA%D8%B1-%D8%B4%DB%8C%DA%A9-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%85%D9%86%D8%B5%D9%88%D8%B1%DB%8C%D9%87-%D9%BE%D9%84-%D8%B3%DB%8C%D9%85%D8%A7%D9%86-_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYncB2sA
9,60متر...میدان بروجردی,"۱,۶۹۰,۰۰۰,۰۰۰ تومان","خاوران', '۴ هفته پیش",https://divar.ir/v/60%D9%85%D8%AA%D8%B1-%D9%85%DB%8C%D8%AF%D8%A7%D9%86-%D8%A8%D8%B1%D9%88%D8%AC%D8%B1%D8%AF%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYn0Re38
10,آپارتمان بازسازی شده مناسب سکونت و سرمایه گذاری,"۱,۶۴۰,۰۰۰,۰۰۰ تومان","خاوران', '۴ هفته پیش",https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D8%B3%DA%A9%D9%88%D9%86%D8%AA-%D9%88-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B2%D8%B1%DA%A9%D8%B4_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYn4RgIU
