,Unnamed: 0,title,price,enterprise,link
0,0,۶۰ متر تک واحدی جیحون کمیل,"۱,۶۵۰,۰۰۰,۰۰۰ تومان","جیحون', 'آژانس املاک",https://divar.ir/v/%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%AC%DB%8C%D8%AD%D9%88%D9%86-%DA%A9%D9%85%DB%8C%D9%84_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AC%DB%8C%D8%AD%D9%88%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wY0UQSDY
1,1,74 متری دو خوابه پیروزی,"۱,۵۸۰,۰۰۰,۰۰۰ تومان","جیحون', 'آژانس املاک",https://divar.ir/v/74-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%DA%86%D9%87%D8%A7%D8%B1%D8%B5%D8%AF-%D8%AF%D8%B3%D8%AA%DA%AF%D8%A7%D9%87_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYHZ6wjK
2,2,60متر دو خواب مجزا,"۱,۵۹۰,۰۰۰,۰۰۰ تومان","جیحون', 'آژانس املاک",https://divar.ir/v/60%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D9%85%D8%AC%D8%B2%D8%A7_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYHB7nZH
3,3,تنها برج مجلل *تراس ویودار/وامدارد/منطقه ۱۱,"۱,۷۲۸,۰۰۰,۰۰۰ تومان","جیحون', 'آژانس املاک",https://divar.ir/v/%D8%AA%D9%86%D9%87%D8%A7-%D8%A8%D8%B1%D8%AC-%D9%85%D8%AC%D9%84%D9%84-%D8%AA%D8%B1%D8%A7%D8%B3-%D9%88%DB%8C%D9%88%D8%AF%D8%A7%D8%B1-%D9%88%D8%A7%D9%85%D8%AF%D8%A7%D8%B1%D8%AF-%D9%85%D9%86%D8%B7%D9%82%D9%87-%DB%B1%DB%B1_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYHVLVkc
4,4,۶۱متر/تکواحدی/خوش‌نقشه/سالن پرده خور,"۱,۶۲۰,۰۰۰,۰۰۰ تومان","جیحون', 'آژانس املاک",https://divar.ir/v/%DB%B6%DB%B1%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AC%DB%8C%D8%AD%D9%88%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYFtGHff
5,5,62متر دو خواب/پارکینگدار/خوش نقشه و نورگیر,"۱,۵۰۰,۰۰۰,۰۰۰ تومان","جیحون', 'آژانس املاک",https://divar.ir/v/62%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF%D8%AF%D8%A7%D8%B1-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D9%88-%D9%86%D9%88%D8%B1%DA%AF%DB%8C%D8%B1_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A8%D8%B1%DB%8C%D8%A7%D9%86%DA%A9_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYHd7U_s
6,6,60متری ۲ خواب خوش نقشه,"۱,۶۰۰,۰۰۰,۰۰۰ تومان","جیحون', 'آژانس املاک",https://divar.ir/v/60%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86%D9%BE%D8%A7%D8%B1%D8%B3-%D8%B4%D8%B1%D9%82%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wY-YpOhO
7,7,۶۴متری دوخواب خوش نقشه,"۱,۶۵۰,۰۰۰,۰۰۰ تومان","جیحون', 'آژانس املاک",https://divar.ir/v/%DB%B6%DB%B4%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%85%D8%B3%D8%B9%D9%88%D8%AF%DB%8C%D9%87_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYHt71w6
8,8,آپارتمان ۶۰ متری ۲ خوابه خوش نقشه,"۱,۶۵۰,۰۰۰,۰۰۰ تومان","جیحون', 'آژانس املاک",https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B0-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%DB%8C%D9%85%D8%A7%D9%86%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYH1bBQ6
9,9,آپارتمان ۶۱متری/پارکینگ/دوخواب/بالکن,"۱,۶۳۰,۰۰۰,۰۰۰ تومان","جیحون', 'آژانس املاک",https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B1%D9%85%D8%AA%D8%B1%DB%8C-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D8%A8%D8%A7%D9%84%DA%A9%D9%86_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D8%AF%DB%8C%D8%B4%D9%87-%D8%B4%D9%87%D8%B1-%D8%B2%DB%8C%D8%A8%D8%A7-_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYHhLp9W
