,title,price,enterprise,link
0,آپارتمان ۶۸متری دوخواب,"۱,۶۰۰,۰۰۰,۰۰۰ تومان","زهتابی', 'آژانس املاک",https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B8%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B2%D9%87%D8%AA%D8%A7%D8%A8%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYqg_3SG
1,۶۴متر دوخواب فول بازسازی تکواحدی نیکفر,"۱,۵۶۰,۰۰۰,۰۰۰ تومان","زهتابی', 'آژانس املاک",https://divar.ir/v/%DB%B6%DB%B4%D9%85%D8%AA%D8%B1-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%86%DB%8C%DA%A9%D9%81%D8%B1_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A8%D8%B1%DB%8C%D8%A7%D9%86%DA%A9_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYHBMrXI
2,69 متر. دو خواب,"۱,۶۰۰,۰۰۰,۰۰۰ تومان","زهتابی', 'آژانس املاک",https://divar.ir/v/69-%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AE%D8%A7%D9%88%D8%B1%D8%A7%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYHJMMpU
3,۷۰ متر ۲ خواب پارکینگ بدون مزاحم,"۱,۵۸۰,۰۰۰,۰۰۰ تومان","زهتابی', 'آژانس املاک",https://divar.ir/v/%DB%B7%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B2%D8%A7%D8%AD%D9%85_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%A7%D9%85%D8%AA_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wY-oZemj
4,۵۷ متری دو خوابه / تک واحدی,"۱,۶۰۰,۰۰۰,۰۰۰ تومان","زهتابی', 'آژانس املاک",https://divar.ir/v/%DB%B5%DB%B7-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B5%D9%81%D8%A7_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYHV8__f
5,۶۰متر / جیحون,"۱,۷۰۰,۰۰۰,۰۰۰ تومان","زهتابی', 'آژانس املاک",https://divar.ir/v/%DB%B6%DB%B0%D9%85%D8%AA%D8%B1-%D8%AC%DB%8C%D8%AD%D9%88%D9%86_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AC%DB%8C%D8%AD%D9%88%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wY1cEkTG
6,67متری فول امکانات/عروسک,"۱,۷۵۰,۰۰۰,۰۰۰ تومان","زهتابی', 'آژانس املاک",https://divar.ir/v/67%D9%85%D8%AA%D8%B1%DB%8C-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B9%D8%B1%D9%88%D8%B3%DA%A9_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%DA%AF%D9%85%D8%B1%DA%A9_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYHZssJL
7,فروش آپارتمان ۶۹ پارکینگ دار/تک واحدی,"۱,۵۶۰,۰۰۰,۰۰۰ تومان","زهتابی', 'آژانس املاک",https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B9-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%AF%D8%A7%D8%B1-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%DB%8C%D9%85%D8%A7%D9%86%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wY8kV-nd
8,۶۶ متر، دو خوابه، تک واحدی، همکف، مختاری غربی,"۱,۶۵۰,۰۰۰,۰۰۰ تومان","زهتابی', 'آژانس املاک",https://divar.ir/v/%DB%B6%DB%B6-%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%87%D9%85%DA%A9%D9%81-%D9%85%D8%AE%D8%AA%D8%A7%D8%B1%DB%8C-%D8%BA%D8%B1%D8%A8%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%DA%AF%D9%85%D8%B1%DA%A9_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYHlcJm1
9,۶۵‌متر‌/دوخواب/تک‌واحدی/طبقه‌۲/خوش‌نقشه,"۱,۶۹۰,۰۰۰,۰۰۰ تومان","زهتابی', 'آژانس املاک",https://divar.ir/v/%DB%B6%DB%B5-%D9%85%D8%AA%D8%B1-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%B7%D8%A8%D9%82%D9%87-%DB%B2-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AC%DB%8C%D8%AD%D9%88%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wY1002EQ
