,title,price,enterprise,link
0,۶۴ متری ۲ خوابه *نورگیر / رو به نما / سند تک برگ*,"۱,۵۶۰,۰۰۰,۰۰۰ تومان","اندیشه (شهر زیبا)', 'مشاور املاک",https://divar.ir/v/%DB%B6%DB%B4-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%86%D9%88%D8%B1%DA%AF%DB%8C%D8%B1-%D8%B1%D9%88-%D8%A8%D9%87-%D9%86%D9%85%D8%A7-%D8%B3%D9%86%D8%AF-%D8%AA%DA%A9-%D8%A8%D8%B1%DA%AF-_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D8%AF%DB%8C%D8%B4%D9%87-%D8%B4%D9%87%D8%B1-%D8%B2%DB%8C%D8%A8%D8%A7-_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYNpAkDU
1,۷۲ متری آسانسور و پارکینگ اختصاصی سند دار,"۱,۷۰۰,۰۰۰,۰۰۰ تومان","اندیشه (شهر زیبا)', 'مشاور املاک",https://divar.ir/v/%DB%B7%DB%B2-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A2%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1-%D9%88-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A7%D8%AE%D8%AA%D8%B5%D8%A7%D8%B5%DB%8C-%D8%B3%D9%86%D8%AF-%D8%AF%D8%A7%D8%B1_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D8%AF%DB%8C%D8%B4%D9%87-%D8%B4%D9%87%D8%B1-%D8%B2%DB%8C%D8%A8%D8%A7-_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYHh8S_K
2,آپارتمان خانی آبادنو شخصی ساز دوخواب,"۱,۶۵۰,۰۰۰,۰۰۰ تومان","اندیشه (شهر زیبا)', 'مشاور املاک",https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%D8%AE%D8%A7%D9%86%DB%8C-%D8%A2%D8%A8%D8%A7%D8%AF%D9%86%D9%88-%D8%B4%D8%AE%D8%B5%DB%8C-%D8%B3%D8%A7%D8%B2-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AE%D8%A7%D9%86%DB%8C-%D8%A2%D8%A8%D8%A7%D8%AF-%D9%86%D9%88_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYN5ggJu
3,60متر 2خواب طبقه اول بازسازی شده قصرالدشت,"۱,۶۷۰,۰۰۰,۰۰۰ تومان","اندیشه (شهر زیبا)', 'مشاور املاک",https://divar.ir/v/60%D9%85%D8%AA%D8%B1-2%D8%AE%D9%88%D8%A7%D8%A8-%D8%B7%D8%A8%D9%82%D9%87-%D8%A7%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87-%D9%82%D8%B5%D8%B1%D8%A7%D9%84%D8%AF%D8%B4%D8%AA_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYLtq330
4,۵۵متر/تکواحد/دوخواب/پیروزی‌متروابن‌سینا/نیکنام,"۱,۵۳۰,۰۰۰,۰۰۰ تومان","اندیشه (شهر زیبا)', 'مشاور املاک",https://divar.ir/v/%DB%B5%DB%B5%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8-%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C-%D9%85%D8%AA%D8%B1%D9%88%D8%A7%D8%A8%D9%86-%D8%B3%DB%8C%D9%86%D8%A7-%D9%86%DB%8C%DA%A9%D9%86%D8%A7%D9%85_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wY6QvtLb
5,۶۶متر دو خواب لوکیشن,"۱,۷۵۰,۰۰۰,۰۰۰ تومان","اندیشه (شهر زیبا)', 'مشاور املاک",https://divar.ir/v/%DB%B6%DB%B6%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYL5_sa-
6,66متر*دلباز *با پارکینگ* انباری *,"۱,۷۳۰,۰۰۰,۰۰۰ تومان","اندیشه (شهر زیبا)', 'مشاور املاک",https://divar.ir/v/66%D9%85%D8%AA%D8%B1-%D8%AF%D9%84%D8%A8%D8%A7%D8%B2-%D8%A8%D8%A7-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A7%D9%86%D8%A8%D8%A7%D8%B1%DB%8C-_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%85%D8%B3%D8%B9%D9%88%D8%AF%DB%8C%D9%87_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wY-w-nex
7,۶۵متر/فول بازسازی/پارکینگ اختصاصی/شیک,"۱,۶۰۰,۰۰۰,۰۰۰ تومان","اندیشه (شهر زیبا)', 'مشاور املاک",https://divar.ir/v/%DB%B6%DB%B5%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%A7%D8%AE%D8%AA%D8%B5%D8%A7%D8%B5%DB%8C-%D8%B4%DB%8C%DA%A9_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D8%AF%DB%8C%D8%B4%D9%87-%D8%B4%D9%87%D8%B1-%D8%B2%DB%8C%D8%A8%D8%A7-_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYykavgN
8,۷۵ متر /دو خواب /,"۱,۵۳۰,۰۰۰,۰۰۰ تومان","اندیشه (شهر زیبا)', 'مشاور املاک",https://divar.ir/v/%DB%B7%DB%B5-%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AC%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYNhR2fj
9,۷۳ متر دو خواب نما تراورتن کم واحد سند تک برگ,"۱,۷۰۰,۰۰۰,۰۰۰ تومان","اندیشه (شهر زیبا)', 'مشاور املاک",https://divar.ir/v/%DB%B7%DB%B3-%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D9%86%D9%85%D8%A7-%D8%AA%D8%B1%D8%A7%D9%88%D8%B1%D8%AA%D9%86-%DA%A9%D9%85-%D9%88%D8%A7%D8%AD%D8%AF-%D8%B3%D9%86%D8%AF-%D8%AA%DA%A9-%D8%A8%D8%B1%DA%AF_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D8%AF%DB%8C%D8%B4%D9%87-%D8%B4%D9%87%D8%B1-%D8%B2%DB%8C%D8%A8%D8%A7-_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYNRRbst
10,آپارتمان ۵۵متر دو خوابه پیچک بازسازی شده,"۱,۵۵۰,۰۰۰,۰۰۰ تومان","اندیشه (شهر زیبا)', 'مشاور املاک",https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B5%DB%B5%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%BE%DB%8C%DA%86%DA%A9-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%BE%DB%8C%D8%B1%D9%88%D8%B2%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYFRS8TH
11,آپارتمان۵۸متر دوخوابه,"۱,۷۲۰,۰۰۰,۰۰۰ تومان","اندیشه (شهر زیبا)', 'مشاور املاک",https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86%DB%B5%DB%B8%D9%85%D8%AA%D8%B1-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%88%D8%AD%DB%8C%D8%AF%DB%8C%D9%87_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYHFdAd8
12,69 متر+ فول بازسازی + پارکینگ سندی + انباری بالکن,"۱,۷۴۰,۰۰۰,۰۰۰ تومان","اندیشه (شهر زیبا)', 'مشاور املاک",https://divar.ir/v/69-%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%B3%D9%86%D8%AF%DB%8C-%D8%A7%D9%86%D8%A8%D8%A7%D8%B1%DB%8C-%D8%A8%D8%A7%D9%84%DA%A9%D9%86_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AC%DB%8C%D8%AD%D9%88%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYN9BRRO
13,65متر فول بازسازی,"۱,۷۰۰,۰۰۰,۰۰۰ تومان","اندیشه (شهر زیبا)', 'مشاور املاک",https://divar.ir/v/65%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A7%D8%B3%DA%A9%D9%86%D8%AF%D8%B1%DB%8C_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYNpBAsV
