,title,price,enterprise,link
0,۶۰متر/فول‌بازسازی/مناسب‌سرمایه‌گذاری,"۱,۷۰۰,۰۰۰,۰۰۰ تومان","سلسبیل', 'هفتهٔ پیش",https://divar.ir/v/%DB%B6%DB%B0%D9%85%D8%AA%D8%B1-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B3%D9%84%D8%B3%D8%A8%DB%8C%D9%84_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wY90G0Ua
1,آپارتمان ۶۶ متری دوخواب,"۱,۶۰۰,۰۰۰,۰۰۰ تومان","سلسبیل', 'هفتهٔ پیش",https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B6-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D9%85%D9%82%D8%AF%D9%85_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wY-csFii
2,آپارتمان ۷۱ متری ۲ خواب یافت آباد,"۱,۶۶۸,۵۰۰,۰۰۰ تومان","سلسبیل', 'هفتهٔ پیش",https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B7%DB%B1-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8-%DB%8C%D8%A7%D9%81%D8%AA-%D8%A2%D8%A8%D8%A7%D8%AF_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%DB%8C%D8%A7%D9%81%D8%AA-%D8%A2%D8%A8%D8%A7%D8%AF_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wY-Uc19V
3,۷۵متری*تک واحد*دو خواب*تخلیه*کلید نزد مسکن راد,"۱,۶۵۰,۰۰۰,۰۰۰ تومان","سلسبیل', 'هفتهٔ پیش",https://divar.ir/v/%DB%B7%DB%B5%D9%85%D8%AA%D8%B1%DB%8C-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%D8%AE%D9%84%DB%8C%D9%87-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%B2%D8%AF-%D9%85%D8%B3%DA%A9%D9%86-%D8%B1%D8%A7%D8%AF_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A2%D8%B0%D8%B1%D8%A8%D8%A7%DB%8C%D8%AC%D8%A7%D9%86_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wY-ktHhd
4,آپارتمان 55متری فول امکانات سندتک برگ,"۱,۵۳۰,۰۰۰,۰۰۰ تومان","سلسبیل', 'هفتهٔ پیش",https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-55%D9%85%D8%AA%D8%B1%DB%8C-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D8%B3%D9%86%D8%AF%D8%AA%DA%A9-%D8%A8%D8%B1%DA%AF_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D8%AF%DB%8C%D8%B4%D9%87-%D8%B4%D9%87%D8%B1-%D8%B2%DB%8C%D8%A8%D8%A7-_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYnkwc1_
5,66متری *دوخوابه * پارکینگ سندی,"۱,۶۰۰,۰۰۰,۰۰۰ تومان","سلسبیل', 'هفتهٔ پیش",https://divar.ir/v/66%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%B3%D9%86%D8%AF%DB%8C_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D8%AF%DB%8C%D8%B4%D9%87-%D8%B4%D9%87%D8%B1-%D8%B2%DB%8C%D8%A8%D8%A7-_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wY-0-BvX
6,۵۵ متر / دو خوابه / ۲۰ متر حیاط اختصاصی/ بریانک,"۱,۵۵۰,۰۰۰,۰۰۰ تومان","سلسبیل', 'هفتهٔ پیش",https://divar.ir/v/%DB%B5%DB%B5-%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%DB%B2%DB%B0-%D9%85%D8%AA%D8%B1-%D8%AD%DB%8C%D8%A7%D8%B7-%D8%A7%D8%AE%D8%AA%D8%B5%D8%A7%D8%B5%DB%8C-%D8%A8%D8%B1%DB%8C%D8%A7%D9%86%DA%A9_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%A8%D8%B1%DB%8C%D8%A7%D9%86%DA%A9_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wY-MP110
7,۶۴متر/ طوس/ دو خواب / طراحی / نورگیر,"۱,۵۹۰,۰۰۰,۰۰۰ تومان","سلسبیل', 'هفتهٔ پیش",https://divar.ir/v/%DB%B6%DB%B4%D9%85%D8%AA%D8%B1-%D8%B7%D9%88%D8%B3-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%B7%D8%B1%D8%A7%D8%AD%DB%8C-%D9%86%D9%88%D8%B1%DA%AF%DB%8C%D8%B1_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%AF%DA%A9%D8%AA%D8%B1-%D9%87%D9%88%D8%B4%DB%8C%D8%A7%D8%B1_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wY-ovaTQ
8,۶۶متری ۲خواب با اسانسور وبازسازی شده,"۱,۶۵۰,۰۰۰,۰۰۰ تومان","سلسبیل', 'هفتهٔ پیش",https://divar.ir/v/%DB%B6%DB%B6%D9%85%D8%AA%D8%B1%DB%8C-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D8%A8%D8%A7-%D8%A7%D8%B3%D8%A7%D9%86%D8%B3%D9%88%D8%B1-%D9%88%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B4%D9%87%D8%B1%DA%A9-%DA%A9%DB%8C%D8%A7%D9%86%D8%B4%D9%87%D8%B1_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wYt0NzEI
9,75 متری دو خواب خوش نقشه عروسک,"۱,۵۹۰,۰۰۰,۰۰۰ تومان","سلسبیل', 'هفتهٔ پیش",https://divar.ir/v/75-%D9%85%D8%AA%D8%B1%DB%8C-%D8%AF%D9%88-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D8%B9%D8%B1%D9%88%D8%B3%DA%A9_%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86_%D8%AA%D9%87%D8%B1%D8%A7%D9%86_%D8%B4%DB%8C%D9%88%D8%A7_%D8%AF%DB%8C%D9%88%D8%A7%D8%B1/wY_IhzMe
